season_Monsoon,season_Post-Monsoon,season_Pre-Monsoon,season_Winter,soil_moisture,temperature,humidity,rain_probability,time_of_day,soil_ec
0.0,1.0,0.0,0.0,903.0,18.6,70.0,0.15,1.0,2.24
1.0,0.0,0.0,0.0,862.0,23.0,93.0,0.96,2.0,1.66
1.0,0.0,0.0,0.0,809.0,24.8,92.0,0.75,10.0,2.96
1.0,0.0,0.0,0.0,521.0,27.2,95.0,0.96,9.0,3.31
1.0,0.0,0.0,0.0,916.0,23.1,89.0,0.53,4.0,1.07
0.0,1.0,0.0,0.0,591.0,24.8,71.0,0.12,12.0,3.16
1.0,0.0,0.0,0.0,413.0,22.9,88.0,0.79,16.0,1.15
0.0,1.0,0.0,0.0,476.0,20.2,74.0,0.17,20.0,2.27
0.0,1.0,0.0,0.0,251.0,26.1,82.0,0.38,8.0,2.29
1.0,0.0,0.0,0.0,443.0,26.9,91.0,0.99,10.0,1.09
0.0,1.0,0.0,0.0,706.0,26.8,76.0,0.19,3.0,0.72
1.0,0.0,0.0,0.0,505.0,23.0,93.0,0.79,0.0,1.83
0.0,0.0,1.0,0.0,665.0,32.1,65.0,0.31,9.0,1.35
0.0,0.0,0.0,1.0,732.0,19.3,80.0,0.13,10.0,0.87
0.0,1.0,0.0,0.0,523.0,26.8,77.0,0.34,21.0,0.84
1.0,0.0,0.0,0.0,534.0,28.0,97.0,0.52,17.0,1.02
0.0,1.0,0.0,0.0,462.0,22.1,74.0,0.28,4.0,3.4
0.0,1.0,0.0,0.0,296.0,24.0,73.0,0.31,18.0,1.95
0.0,1.0,0.0,0.0,724.0,18.9,81.0,0.13,15.0,3.36
1.0,0.0,0.0,0.0,576.0,25.0,97.0,0.51,14.0,2.43
1.0,0.0,0.0,0.0,868.0,25.6,94.0,0.61,1.0,2.53
1.0,0.0,0.0,0.0,461.0,23.3,89.0,0.52,6.0,1.79
1.0,0.0,0.0,0.0,378.0,22.5,87.0,0.63,6.0,2.92
0.0,0.0,1.0,0.0,393.0,26.7,71.0,0.46,13.0,1.59
0.0,0.0,0.0,1.0,732.0,15.0,75.0,0.08,3.0,2.2
0.0,1.0,0.0,0.0,345.0,20.7,76.0,0.38,4.0,2.55
1.0,0.0,0.0,0.0,484.0,27.1,87.0,0.58,21.0,1.08
0.0,0.0,1.0,0.0,530.0,30.2,77.0,0.44,5.0,1.55
0.0,0.0,1.0,0.0,832.0,32.9,81.0,0.21,5.0,2.06
0.0,0.0,0.0,1.0,800.0,21.3,76.0,0.11,5.0,2.03
1.0,0.0,0.0,0.0,596.0,24.9,91.0,0.99,12.0,2.75
0.0,0.0,1.0,0.0,335.0,29.4,60.0,0.17,9.0,2.14
0.0,0.0,1.0,0.0,493.0,30.4,61.0,0.29,19.0,1.15
0.0,0.0,0.0,1.0,786.0,14.6,69.0,0.1,22.0,1.13
1.0,0.0,0.0,0.0,422.0,25.4,92.0,0.53,19.0,1.52
0.0,0.0,1.0,0.0,369.0,26.8,60.0,0.38,18.0,2.01
1.0,0.0,0.0,0.0,296.0,25.2,93.0,0.92,19.0,1.48
1.0,0.0,0.0,0.0,666.0,23.4,88.0,0.89,5.0,2.3
1.0,0.0,0.0,0.0,604.0,27.1,90.0,0.82,4.0,1.01
0.0,0.0,0.0,1.0,759.0,19.5,78.0,0.0,10.0,2.41
0.0,1.0,0.0,0.0,910.0,23.6,73.0,0.31,8.0,2.38
0.0,0.0,0.0,1.0,865.0,14.4,69.0,0.09,14.0,2.28
0.0,1.0,0.0,0.0,709.0,18.0,85.0,0.3,18.0,1.98
0.0,1.0,0.0,0.0,893.0,27.8,74.0,0.31,11.0,1.97
0.0,0.0,1.0,0.0,716.0,28.2,65.0,0.36,0.0,2.25
0.0,0.0,0.0,1.0,814.0,19.1,77.0,0.01,6.0,3.13
0.0,1.0,0.0,0.0,780.0,21.5,75.0,0.15,17.0,1.16
0.0,0.0,1.0,0.0,703.0,29.7,77.0,0.48,19.0,1.69
1.0,0.0,0.0,0.0,797.0,23.3,94.0,0.71,1.0,1.53
1.0,0.0,0.0,0.0,700.0,22.0,89.0,0.54,16.0,1.68
0.0,0.0,0.0,1.0,434.0,16.9,77.0,0.06,22.0,3.12
0.0,0.0,1.0,0.0,830.0,25.0,69.0,0.52,14.0,2.15
1.0,0.0,0.0,0.0,568.0,29.7,98.0,0.79,22.0,2.17
1.0,0.0,0.0,0.0,931.0,24.7,97.0,0.76,2.0,1.49
1.0,0.0,0.0,0.0,584.0,23.7,88.0,0.71,20.0,1.59
1.0,0.0,0.0,0.0,642.0,24.4,96.0,0.99,1.0,1.27
1.0,0.0,0.0,0.0,569.0,25.5,93.0,0.59,3.0,1.6
1.0,0.0,0.0,0.0,950.0,28.8,98.0,0.57,21.0,2.83
0.0,1.0,0.0,0.0,253.0,25.9,79.0,0.17,12.0,1.92
1.0,0.0,0.0,0.0,438.0,25.2,88.0,0.79,11.0,1.29
0.0,0.0,1.0,0.0,595.0,29.4,68.0,0.54,18.0,1.94
0.0,0.0,0.0,1.0,498.0,14.7,73.0,0.15,4.0,1.5
0.0,0.0,1.0,0.0,618.0,29.4,73.0,0.58,21.0,1.52
0.0,0.0,0.0,1.0,711.0,12.8,69.0,0.07,19.0,1.24
1.0,0.0,0.0,0.0,841.0,22.9,86.0,0.67,13.0,2.2
1.0,0.0,0.0,0.0,489.0,29.7,98.0,0.95,16.0,1.79
1.0,0.0,0.0,0.0,715.0,25.5,86.0,0.62,10.0,2.95
0.0,1.0,0.0,0.0,634.0,27.5,78.0,0.37,22.0,1.61
0.0,0.0,1.0,0.0,607.0,31.9,76.0,0.26,12.0,2.51
0.0,1.0,0.0,0.0,885.0,24.7,83.0,0.12,19.0,2.3
1.0,0.0,0.0,0.0,304.0,24.7,96.0,0.95,21.0,1.75
0.0,1.0,0.0,0.0,427.0,21.2,77.0,0.19,3.0,2.82
0.0,1.0,0.0,0.0,418.0,20.0,85.0,0.39,5.0,2.51
0.0,0.0,0.0,1.0,613.0,13.1,77.0,0.1,12.0,2.09
0.0,1.0,0.0,0.0,411.0,23.4,77.0,0.29,19.0,3.36
0.0,0.0,0.0,1.0,930.0,19.1,79.0,0.11,2.0,0.92
1.0,0.0,0.0,0.0,291.0,23.7,91.0,0.73,1.0,1.02
1.0,0.0,0.0,0.0,555.0,24.5,98.0,0.89,11.0,2.48
0.0,1.0,0.0,0.0,645.0,19.0,80.0,0.39,8.0,2.65
0.0,0.0,1.0,0.0,911.0,28.2,84.0,0.59,10.0,2.53
0.0,1.0,0.0,0.0,601.0,23.2,78.0,0.21,12.0,3.32
0.0,0.0,0.0,1.0,467.0,12.4,65.0,0.1,18.0,1.56
1.0,0.0,0.0,0.0,776.0,26.1,91.0,0.97,21.0,1.34
1.0,0.0,0.0,0.0,567.0,25.8,85.0,0.67,0.0,2.25
1.0,0.0,0.0,0.0,417.0,24.7,85.0,0.88,2.0,1.79
1.0,0.0,0.0,0.0,326.0,29.5,93.0,0.69,3.0,1.65
1.0,0.0,0.0,0.0,611.0,24.4,96.0,0.56,15.0,1.22
0.0,1.0,0.0,0.0,556.0,20.2,70.0,0.33,20.0,2.0
0.0,1.0,0.0,0.0,844.0,20.9,76.0,0.34,6.0,1.56
0.0,0.0,0.0,1.0,779.0,13.6,77.0,0.08,2.0,2.96
0.0,1.0,0.0,0.0,565.0,22.4,82.0,0.22,0.0,2.01
0.0,0.0,1.0,0.0,482.0,26.5,76.0,0.38,11.0,2.62
0.0,1.0,0.0,0.0,862.0,19.0,76.0,0.35,23.0,2.52
0.0,1.0,0.0,0.0,367.0,26.6,83.0,0.33,3.0,1.36
0.0,1.0,0.0,0.0,665.0,23.9,76.0,0.37,9.0,1.57
1.0,0.0,0.0,0.0,824.0,25.2,93.0,0.59,2.0,1.24
1.0,0.0,0.0,0.0,646.0,27.4,94.0,0.95,15.0,1.67
0.0,0.0,1.0,0.0,900.0,30.5,80.0,0.16,17.0,1.63
0.0,0.0,0.0,1.0,610.0,20.8,68.0,0.1,23.0,0.95
0.0,1.0,0.0,0.0,728.0,25.6,83.0,0.27,20.0,1.69
1.0,0.0,0.0,0.0,429.0,28.9,86.0,0.9,0.0,1.94
0.0,0.0,0.0,1.0,415.0,20.0,78.0,0.09,21.0,2.28
1.0,0.0,0.0,0.0,381.0,25.8,92.0,0.64,0.0,2.96
1.0,0.0,0.0,0.0,792.0,28.6,91.0,0.81,12.0,1.64
1.0,0.0,0.0,0.0,637.0,23.9,91.0,0.77,12.0,1.2
0.0,1.0,0.0,0.0,901.0,19.4,77.0,0.21,21.0,2.77
0.0,0.0,1.0,0.0,866.0,25.0,79.0,0.34,10.0,2.34
1.0,0.0,0.0,0.0,370.0,22.4,93.0,1.0,18.0,1.17
0.0,0.0,0.0,1.0,302.0,21.8,74.0,0.15,23.0,2.39
1.0,0.0,0.0,0.0,641.0,29.0,97.0,0.97,5.0,2.09
0.0,0.0,1.0,0.0,742.0,32.5,68.0,0.4,18.0,1.48
1.0,0.0,0.0,0.0,273.0,22.7,97.0,0.63,18.0,2.56
0.0,0.0,1.0,0.0,573.0,28.8,80.0,0.52,9.0,2.12
0.0,0.0,0.0,1.0,403.0,14.8,67.0,0.06,12.0,2.0
0.0,0.0,1.0,0.0,668.0,25.4,67.0,0.57,6.0,1.0
1.0,0.0,0.0,0.0,313.0,22.0,97.0,0.79,5.0,2.83
0.0,1.0,0.0,0.0,278.0,27.2,80.0,0.29,16.0,1.31
1.0,0.0,0.0,0.0,716.0,27.3,91.0,0.8,7.0,1.26
0.0,0.0,1.0,0.0,867.0,27.9,75.0,0.18,23.0,2.39
0.0,1.0,0.0,0.0,733.0,23.2,73.0,0.19,12.0,1.08
1.0,0.0,0.0,0.0,335.0,24.6,96.0,0.82,17.0,1.34
1.0,0.0,0.0,0.0,564.0,29.6,98.0,0.69,19.0,2.06
1.0,0.0,0.0,0.0,292.0,22.3,93.0,0.95,14.0,1.85
0.0,0.0,1.0,0.0,939.0,29.7,85.0,0.19,20.0,1.51
0.0,1.0,0.0,0.0,400.0,20.4,77.0,0.16,20.0,3.13
1.0,0.0,0.0,0.0,930.0,26.0,91.0,0.64,16.0,2.02
0.0,1.0,0.0,0.0,802.0,18.2,84.0,0.32,3.0,2.2
0.0,0.0,1.0,0.0,914.0,31.7,75.0,0.43,14.0,2.46
1.0,0.0,0.0,0.0,431.0,23.4,85.0,0.92,9.0,2.16
1.0,0.0,0.0,0.0,584.0,25.6,98.0,0.82,13.0,1.13
0.0,1.0,0.0,0.0,273.0,19.8,77.0,0.33,21.0,1.4
1.0,0.0,0.0,0.0,362.0,29.3,96.0,0.99,0.0,1.4
1.0,0.0,0.0,0.0,744.0,28.5,88.0,0.93,5.0,1.07
1.0,0.0,0.0,0.0,591.0,28.9,89.0,0.64,0.0,2.48
1.0,0.0,0.0,0.0,254.0,23.8,92.0,0.85,9.0,1.55
1.0,0.0,0.0,0.0,933.0,24.4,88.0,0.56,5.0,1.83
0.0,0.0,1.0,0.0,327.0,25.8,75.0,0.15,12.0,1.12
0.0,0.0,0.0,1.0,409.0,21.6,78.0,0.08,15.0,1.38
0.0,1.0,0.0,0.0,367.0,20.0,70.0,0.15,5.0,2.88
0.0,0.0,0.0,1.0,643.0,13.4,79.0,0.08,12.0,1.66
1.0,0.0,0.0,0.0,415.0,28.8,91.0,0.51,3.0,1.66
1.0,0.0,0.0,0.0,365.0,28.9,92.0,0.9,14.0,1.28
0.0,0.0,0.0,1.0,391.0,19.6,76.0,0.01,2.0,2.54
1.0,0.0,0.0,0.0,508.0,29.8,94.0,0.58,20.0,1.13
1.0,0.0,0.0,0.0,485.0,29.0,85.0,0.76,2.0,2.5
0.0,0.0,0.0,1.0,726.0,20.4,77.0,0.01,0.0,1.23
1.0,0.0,0.0,0.0,532.0,24.7,93.0,0.67,1.0,0.81
0.0,1.0,0.0,0.0,470.0,27.5,85.0,0.35,8.0,1.41
1.0,0.0,0.0,0.0,414.0,27.1,88.0,0.86,14.0,3.12
0.0,0.0,1.0,0.0,930.0,27.5,64.0,0.4,9.0,1.33
0.0,0.0,1.0,0.0,711.0,31.0,77.0,0.12,6.0,1.84
0.0,0.0,1.0,0.0,488.0,31.9,74.0,0.42,8.0,1.62
0.0,0.0,1.0,0.0,741.0,27.8,62.0,0.53,5.0,2.74
1.0,0.0,0.0,0.0,742.0,25.2,89.0,0.87,20.0,1.68
0.0,0.0,1.0,0.0,393.0,31.3,82.0,0.18,22.0,1.65
0.0,0.0,0.0,1.0,760.0,14.2,79.0,0.02,16.0,2.72
0.0,0.0,1.0,0.0,862.0,31.1,66.0,0.22,8.0,1.4
0.0,0.0,0.0,1.0,854.0,16.4,67.0,0.0,5.0,2.04
0.0,0.0,1.0,0.0,285.0,32.2,67.0,0.25,16.0,1.03
1.0,0.0,0.0,0.0,530.0,28.4,90.0,0.86,1.0,1.28
0.0,0.0,1.0,0.0,579.0,31.7,81.0,0.36,19.0,2.3
0.0,1.0,0.0,0.0,295.0,23.1,70.0,0.32,23.0,1.71
0.0,1.0,0.0,0.0,555.0,20.6,78.0,0.14,8.0,1.04
0.0,1.0,0.0,0.0,278.0,18.6,81.0,0.16,12.0,2.12
1.0,0.0,0.0,0.0,841.0,27.7,89.0,0.79,7.0,1.59
0.0,1.0,0.0,0.0,471.0,23.0,77.0,0.17,23.0,1.37
1.0,0.0,0.0,0.0,856.0,28.0,90.0,0.73,4.0,1.05
1.0,0.0,0.0,0.0,636.0,26.8,90.0,0.83,6.0,1.77
0.0,0.0,1.0,0.0,708.0,27.6,69.0,0.32,10.0,1.32
0.0,1.0,0.0,0.0,317.0,22.7,78.0,0.18,12.0,2.99
1.0,0.0,0.0,0.0,727.0,28.7,95.0,0.55,20.0,1.37
1.0,0.0,0.0,0.0,731.0,24.3,87.0,1.0,1.0,2.62
1.0,0.0,0.0,0.0,856.0,26.3,95.0,0.58,22.0,1.95
0.0,0.0,1.0,0.0,898.0,32.2,73.0,0.56,9.0,1.83
0.0,0.0,1.0,0.0,536.0,26.5,72.0,0.26,22.0,1.54
0.0,0.0,0.0,1.0,705.0,18.2,72.0,0.0,0.0,2.1
0.0,0.0,0.0,1.0,727.0,12.9,72.0,0.15,22.0,1.07
1.0,0.0,0.0,0.0,597.0,28.8,92.0,0.92,23.0,1.84
0.0,0.0,1.0,0.0,680.0,31.8,66.0,0.42,17.0,1.48
0.0,1.0,0.0,0.0,923.0,20.4,71.0,0.17,8.0,1.43
1.0,0.0,0.0,0.0,639.0,22.2,89.0,0.86,3.0,1.87
1.0,0.0,0.0,0.0,419.0,29.3,87.0,0.62,7.0,1.1
0.0,0.0,1.0,0.0,368.0,27.9,62.0,0.39,14.0,2.02
0.0,1.0,0.0,0.0,846.0,22.9,80.0,0.12,22.0,1.53
0.0,0.0,1.0,0.0,747.0,31.8,69.0,0.44,10.0,2.43
1.0,0.0,0.0,0.0,629.0,28.1,87.0,0.51,11.0,1.65
1.0,0.0,0.0,0.0,549.0,27.8,95.0,0.74,0.0,2.12
1.0,0.0,0.0,0.0,636.0,24.0,90.0,0.9,20.0,1.31
0.0,0.0,1.0,0.0,748.0,26.6,85.0,0.55,9.0,2.11
1.0,0.0,0.0,0.0,280.0,29.1,91.0,0.56,7.0,1.61
0.0,1.0,0.0,0.0,341.0,20.4,78.0,0.27,2.0,1.97
1.0,0.0,0.0,0.0,903.0,25.9,90.0,0.9,13.0,1.4
1.0,0.0,0.0,0.0,699.0,23.2,88.0,0.6,14.0,2.57
0.0,1.0,0.0,0.0,706.0,24.1,83.0,0.2,23.0,0.95
1.0,0.0,0.0,0.0,428.0,28.5,85.0,0.61,2.0,2.02
1.0,0.0,0.0,0.0,339.0,27.9,96.0,0.61,6.0,2.06
1.0,0.0,0.0,0.0,825.0,24.4,98.0,0.79,21.0,1.12
0.0,1.0,0.0,0.0,765.0,21.1,84.0,0.15,14.0,0.92
0.0,0.0,1.0,0.0,588.0,31.5,85.0,0.55,1.0,2.2
1.0,0.0,0.0,0.0,306.0,28.7,92.0,0.8,8.0,1.76
0.0,1.0,0.0,0.0,635.0,26.4,75.0,0.34,13.0,3.06
0.0,0.0,0.0,1.0,367.0,15.7,65.0,0.07,21.0,2.05
1.0,0.0,0.0,0.0,518.0,27.0,90.0,0.65,12.0,1.89
0.0,0.0,1.0,0.0,455.0,28.0,75.0,0.27,16.0,2.46
0.0,1.0,0.0,0.0,820.0,25.7,80.0,0.23,21.0,1.55
0.0,0.0,1.0,0.0,702.0,32.3,83.0,0.37,13.0,2.1
0.0,1.0,0.0,0.0,698.0,27.8,72.0,0.39,3.0,2.88
0.0,1.0,0.0,0.0,253.0,19.4,77.0,0.39,14.0,0.91
1.0,0.0,0.0,0.0,702.0,28.4,97.0,0.7,11.0,1.44
0.0,0.0,0.0,1.0,936.0,19.9,80.0,0.02,6.0,1.09
0.0,0.0,0.0,1.0,263.0,18.3,74.0,0.03,6.0,3.03
1.0,0.0,0.0,0.0,901.0,25.0,97.0,0.62,10.0,2.99
1.0,0.0,0.0,0.0,290.0,25.7,93.0,0.5,21.0,1.84
0.0,0.0,1.0,0.0,904.0,26.4,81.0,0.17,21.0,1.8
0.0,0.0,0.0,1.0,734.0,20.4,67.0,0.13,7.0,1.28
1.0,0.0,0.0,0.0,477.0,22.5,97.0,0.53,5.0,2.45
1.0,0.0,0.0,0.0,943.0,25.6,98.0,0.56,14.0,1.53
0.0,0.0,0.0,1.0,816.0,15.8,68.0,0.13,3.0,1.22
0.0,1.0,0.0,0.0,611.0,21.2,85.0,0.25,15.0,1.95
0.0,0.0,1.0,0.0,343.0,25.9,79.0,0.55,3.0,0.92
0.0,0.0,0.0,1.0,790.0,19.8,66.0,0.1,3.0,1.65
0.0,0.0,1.0,0.0,707.0,25.9,79.0,0.44,3.0,2.17
0.0,0.0,0.0,1.0,287.0,18.0,74.0,0.02,12.0,2.77
1.0,0.0,0.0,0.0,368.0,24.3,88.0,0.84,8.0,2.14
1.0,0.0,0.0,0.0,508.0,24.4,92.0,0.91,3.0,1.51
1.0,0.0,0.0,0.0,435.0,23.0,87.0,0.71,19.0,3.04
0.0,1.0,0.0,0.0,455.0,20.6,84.0,0.18,3.0,1.15
0.0,0.0,1.0,0.0,298.0,29.2,70.0,0.21,15.0,1.3
0.0,0.0,1.0,0.0,810.0,29.4,79.0,0.15,22.0,2.82
1.0,0.0,0.0,0.0,287.0,22.5,95.0,0.87,22.0,1.61
0.0,1.0,0.0,0.0,870.0,23.4,82.0,0.14,14.0,2.21
0.0,1.0,0.0,0.0,882.0,19.5,71.0,0.33,14.0,3.1
1.0,0.0,0.0,0.0,442.0,22.1,97.0,0.97,13.0,2.67
1.0,0.0,0.0,0.0,765.0,26.8,91.0,0.64,18.0,1.17
1.0,0.0,0.0,0.0,919.0,27.0,88.0,0.56,1.0,0.88
1.0,0.0,0.0,0.0,848.0,27.9,91.0,0.89,14.0,1.46
1.0,0.0,0.0,0.0,586.0,25.8,98.0,0.82,11.0,1.72
0.0,0.0,1.0,0.0,337.0,26.4,68.0,0.13,1.0,1.59
0.0,0.0,0.0,1.0,613.0,21.6,70.0,0.05,19.0,1.91
0.0,0.0,1.0,0.0,877.0,32.6,78.0,0.38,6.0,1.7
1.0,0.0,0.0,0.0,548.0,27.6,97.0,0.94,9.0,2.12
0.0,0.0,1.0,0.0,338.0,27.3,72.0,0.54,22.0,2.16
0.0,0.0,0.0,1.0,694.0,18.8,70.0,0.07,7.0,1.09
0.0,0.0,0.0,1.0,516.0,15.1,76.0,0.13,20.0,1.46
1.0,0.0,0.0,0.0,416.0,25.1,98.0,0.57,18.0,1.66
0.0,1.0,0.0,0.0,509.0,27.5,72.0,0.3,10.0,2.04
0.0,1.0,0.0,0.0,477.0,20.2,72.0,0.14,8.0,2.07
0.0,0.0,1.0,0.0,605.0,32.1,68.0,0.16,9.0,1.86
0.0,1.0,0.0,0.0,625.0,22.0,84.0,0.27,5.0,2.03
0.0,0.0,1.0,0.0,888.0,32.8,65.0,0.12,1.0,1.47
0.0,1.0,0.0,0.0,722.0,23.6,75.0,0.27,13.0,1.11
0.0,0.0,0.0,1.0,361.0,12.1,76.0,0.1,8.0,1.35
1.0,0.0,0.0,0.0,754.0,29.9,98.0,0.86,8.0,1.96
1.0,0.0,0.0,0.0,839.0,22.3,96.0,0.74,2.0,1.96
1.0,0.0,0.0,0.0,396.0,25.5,90.0,0.68,14.0,2.05
1.0,0.0,0.0,0.0,457.0,28.2,85.0,0.96,17.0,2.46
1.0,0.0,0.0,0.0,398.0,29.9,97.0,0.88,2.0,1.54
0.0,1.0,0.0,0.0,614.0,22.0,77.0,0.35,14.0,2.24
0.0,1.0,0.0,0.0,408.0,21.5,82.0,0.32,23.0,1.03
0.0,0.0,0.0,1.0,831.0,19.5,72.0,0.11,12.0,1.94
1.0,0.0,0.0,0.0,382.0,29.8,87.0,0.82,10.0,1.48
0.0,1.0,0.0,0.0,665.0,20.5,80.0,0.14,21.0,1.66
0.0,1.0,0.0,0.0,437.0,25.1,80.0,0.16,16.0,1.3
1.0,0.0,0.0,0.0,636.0,24.6,88.0,0.91,17.0,1.27
1.0,0.0,0.0,0.0,891.0,28.0,95.0,0.58,15.0,2.12
1.0,0.0,0.0,0.0,354.0,29.4,95.0,0.74,18.0,1.87
0.0,0.0,0.0,1.0,909.0,15.6,66.0,0.02,3.0,1.22
1.0,0.0,0.0,0.0,758.0,28.1,96.0,0.68,4.0,1.88
0.0,0.0,0.0,1.0,841.0,21.3,69.0,0.13,6.0,3.24
0.0,1.0,0.0,0.0,389.0,24.0,78.0,0.32,5.0,2.99
0.0,0.0,1.0,0.0,461.0,28.4,75.0,0.25,15.0,2.05
1.0,0.0,0.0,0.0,742.0,24.4,87.0,0.98,17.0,2.03
1.0,0.0,0.0,0.0,413.0,29.0,92.0,0.78,10.0,1.29
1.0,0.0,0.0,0.0,684.0,28.4,87.0,1.0,17.0,1.45
0.0,0.0,0.0,1.0,759.0,16.6,78.0,0.05,19.0,1.75
1.0,0.0,0.0,0.0,813.0,24.8,92.0,0.6,2.0,1.42
0.0,1.0,0.0,0.0,677.0,21.1,82.0,0.25,10.0,2.46
0.0,1.0,0.0,0.0,855.0,18.3,77.0,0.22,1.0,1.29
1.0,0.0,0.0,0.0,813.0,26.6,86.0,0.73,20.0,1.97
1.0,0.0,0.0,0.0,549.0,29.3,98.0,0.85,17.0,1.8
0.0,0.0,1.0,0.0,852.0,26.6,76.0,0.11,16.0,2.75
0.0,0.0,0.0,1.0,530.0,12.9,79.0,0.11,3.0,0.77
1.0,0.0,0.0,0.0,519.0,23.5,95.0,0.61,15.0,1.89
0.0,0.0,1.0,0.0,275.0,32.1,74.0,0.18,13.0,2.71
1.0,0.0,0.0,0.0,716.0,24.4,90.0,0.98,4.0,1.49
0.0,0.0,0.0,1.0,593.0,14.9,71.0,0.08,19.0,1.13
0.0,0.0,1.0,0.0,524.0,29.6,71.0,0.14,20.0,1.18
1.0,0.0,0.0,0.0,839.0,23.9,96.0,0.86,22.0,1.63
0.0,1.0,0.0,0.0,471.0,18.4,81.0,0.18,21.0,1.54
1.0,0.0,0.0,0.0,504.0,24.9,90.0,0.96,16.0,3.46
0.0,0.0,1.0,0.0,836.0,32.7,81.0,0.43,4.0,1.04
1.0,0.0,0.0,0.0,757.0,27.8,91.0,0.5,9.0,2.27
0.0,1.0,0.0,0.0,380.0,18.6,73.0,0.27,7.0,2.82
0.0,1.0,0.0,0.0,872.0,22.2,70.0,0.28,3.0,1.69
0.0,1.0,0.0,0.0,796.0,19.3,81.0,0.18,6.0,1.44
1.0,0.0,0.0,0.0,950.0,25.8,86.0,0.67,3.0,2.65
1.0,0.0,0.0,0.0,526.0,27.3,92.0,0.7,14.0,2.42
0.0,0.0,1.0,0.0,552.0,31.0,74.0,0.28,11.0,2.25
0.0,0.0,1.0,0.0,517.0,30.7,75.0,0.53,8.0,1.97
0.0,1.0,0.0,0.0,311.0,19.7,75.0,0.11,15.0,1.89
1.0,0.0,0.0,0.0,505.0,27.1,95.0,0.94,22.0,2.71
1.0,0.0,0.0,0.0,644.0,23.0,92.0,0.91,13.0,2.87
1.0,0.0,0.0,0.0,850.0,27.3,97.0,0.93,22.0,2.58
1.0,0.0,0.0,0.0,265.0,22.0,86.0,0.92,17.0,2.47
1.0,0.0,0.0,0.0,846.0,26.5,96.0,0.85,15.0,2.3
0.0,0.0,0.0,1.0,334.0,21.5,69.0,0.1,19.0,1.68
1.0,0.0,0.0,0.0,768.0,27.8,92.0,0.66,23.0,3.27
1.0,0.0,0.0,0.0,315.0,28.0,97.0,0.61,4.0,1.21
1.0,0.0,0.0,0.0,479.0,29.2,95.0,0.86,20.0,1.99
0.0,0.0,1.0,0.0,891.0,25.6,76.0,0.42,0.0,1.49
0.0,0.0,0.0,1.0,862.0,13.0,76.0,0.1,5.0,2.9
0.0,0.0,0.0,1.0,650.0,19.3,73.0,0.02,16.0,2.13
1.0,0.0,0.0,0.0,798.0,25.4,87.0,0.61,6.0,1.62
1.0,0.0,0.0,0.0,543.0,27.4,98.0,0.91,14.0,1.26
0.0,0.0,0.0,1.0,691.0,13.9,67.0,0.15,14.0,1.72
0.0,0.0,1.0,0.0,562.0,30.3,82.0,0.59,22.0,1.51
0.0,1.0,0.0,0.0,399.0,23.9,81.0,0.32,4.0,1.47
0.0,1.0,0.0,0.0,790.0,26.6,85.0,0.17,17.0,1.78
0.0,1.0,0.0,0.0,806.0,20.1,82.0,0.3,18.0,1.19
1.0,0.0,0.0,0.0,298.0,28.8,88.0,0.52,16.0,3.13
1.0,0.0,0.0,0.0,288.0,27.2,93.0,0.72,0.0,1.2
1.0,0.0,0.0,0.0,405.0,25.0,96.0,0.56,0.0,2.81
1.0,0.0,0.0,0.0,573.0,25.6,90.0,0.65,23.0,1.91
1.0,0.0,0.0,0.0,849.0,27.8,90.0,0.99,16.0,1.27
0.0,1.0,0.0,0.0,593.0,25.5,85.0,0.14,6.0,2.02
1.0,0.0,0.0,0.0,489.0,22.3,95.0,0.66,21.0,1.23
0.0,0.0,1.0,0.0,481.0,30.2,61.0,0.49,9.0,2.71
0.0,0.0,1.0,0.0,346.0,32.8,65.0,0.44,9.0,3.43
1.0,0.0,0.0,0.0,871.0,24.8,98.0,0.57,19.0,1.52
1.0,0.0,0.0,0.0,734.0,25.0,98.0,0.95,0.0,2.28
1.0,0.0,0.0,0.0,699.0,27.4,87.0,0.92,5.0,3.22
0.0,0.0,0.0,1.0,878.0,15.3,68.0,0.07,10.0,1.42
0.0,1.0,0.0,0.0,767.0,25.4,73.0,0.18,0.0,1.4
1.0,0.0,0.0,0.0,637.0,22.9,88.0,0.55,3.0,1.61
0.0,0.0,1.0,0.0,414.0,25.6,75.0,0.31,1.0,2.28
0.0,1.0,0.0,0.0,376.0,24.1,84.0,0.35,4.0,1.0
0.0,0.0,0.0,1.0,393.0,20.5,71.0,0.14,21.0,1.35
0.0,0.0,0.0,1.0,468.0,14.8,68.0,0.01,16.0,2.51
1.0,0.0,0.0,0.0,564.0,28.8,85.0,0.98,5.0,1.56
1.0,0.0,0.0,0.0,619.0,24.6,96.0,0.67,14.0,2.2
1.0,0.0,0.0,0.0,761.0,22.4,88.0,0.97,2.0,2.59
1.0,0.0,0.0,0.0,930.0,26.6,87.0,0.61,13.0,1.73
1.0,0.0,0.0,0.0,546.0,25.8,93.0,0.61,23.0,1.99
1.0,0.0,0.0,0.0,259.0,26.6,86.0,0.85,0.0,1.54
0.0,0.0,1.0,0.0,530.0,29.3,68.0,0.55,12.0,1.29
1.0,0.0,0.0,0.0,355.0,27.0,91.0,0.51,11.0,1.45
1.0,0.0,0.0,0.0,327.0,24.4,90.0,0.96,8.0,1.33
0.0,1.0,0.0,0.0,533.0,19.1,83.0,0.27,6.0,1.9
